"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
11632,"i271mw","Active mobile-broadband subscriptions","","count",4,"ABW","Aruba","0",2010,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",4,"ABW","Aruba","21000",2012,"","ITU estimate based on GSMA","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","0",2007,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","0",2008,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","0",2010,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","380706",2013,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","1e+006",2014,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","1.91018e+006",2015,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","4.66938e+006",2016,"","Afghanistan Telecom Regulatory Authority","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","5.70021e+006",2017,"","Afghanistan Telecom Regulatory Authority","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","6.99721e+006",2018,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","7.3098e+006",2019,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","7.42255e+006",2020,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","7.42255e+006",2021,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",6,"AFG","Afghanistan","2.28319e+007",2022,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","8.7e+006",2010,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","1e+007",2011,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","1.32e+007",2012,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","3.08942e+007",2013,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","2.4816e+007",2014,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","3.18095e+007",2015,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","3.40658e+007",2016,"","Independent Communication Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","3.9684e+007",2017,"","Independent Communication Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","4.47807e+007",2018,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","5.98585e+007",2019,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","6.56276e+007",2020,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","6.87021e+007",2021,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",7,"ZAF","South Africa","8.08951e+007",2022,"","Independent Communications Authority of South Africa","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","120000",2009,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","270000",2010,"","ITU estimate.","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","408222",2011,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","1.66609e+006",2012,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","2.59979e+006",2013,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","3.63263e+006",2014,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","4.0153e+006",2015,"","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","4.02531e+006",2016,"","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","4.35404e+006",2017,"","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","5.82015e+006",2018,"","INACOM","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","6.74042e+006",2019,"","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","6.63734e+006",2020,"","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","7.326e+006",2021,"","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",8,"AGO","Angola","9.34959e+006",2022,"The value has increased because the fourth mobile operator (AFRICELL) is already in operation, i.e. the value already includes data from AFRICELL., One of three Operator did not report yet, for this reason this data will be updated","Angolan Institute of Communications","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",9,"AIA","Anguilla","0",2010,"","Public Utilities Commission","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
11632,"i271mw","Active mobile-broadband subscriptions","","count",9,"AIA","Anguilla","0",2011,"","Public Utilities Commission","Refers to the sum of active handset-based and computer-based (USB/dongles) mobile-broadband subscriptions that allow access to the Internet"
